Commodity,Number of trades,Traded items,Value of trades,https://www.adam4eve.eu/tradeVol_type.php
Corpii B-Type Small Energy Neutralizer,6,7,327.723.390,L
Armor Energizing Charge Blueprint,11,36,327.642.762,L
Zainou 'Snapshot' Light Missiles LM-904,3,3,327.133.957,L
Ferox Luminaire Rising SKIN,8,9,326.712.270,L
Federation Navy Comet Police SKIN,15,31,326.679.091,L
Vedmak Aurora Universalis SKIN,5,6,326.474.459,L
Women's 'Semiotique Superluminal' Pants,2,2,326.355.139,L
Tuvan's Modified Explosive Energized Membrane,2,2,326.300.000,L
Amarr Battleship,41,54,326.211.406,L
Domination Dual 650mm Repeating Cannon,6,8,325.902.533,L
Noctis Rosada Dawn SKIN,1,1,325.600.000,L
Isotropic Neofullerene Alpha-3 Reaction Formula,13,26,325.579.258,L
Rorqual Nocx Rush SKIN,1,1,325.500.000,L
TE-2100 Ample Rapid Torpedo Launcher,1,2,325.472.220,L
Core A-Type EM Armor Hardener,6,7,325.392.748,L
Glorified Gravid 10MN Afterburner Mutaplasmid,3,3,325.268.403,L
Corpus C-Type Heavy Energy Nosferatu,7,11,325.219.273,L
Mobile Micro Jump Unit,24,91,325.186.709,L
Kryos,89,98,324.978.482,L
Capital Autocannon Specialization,6,12,324.662.996,L
Heavy Armor Maintenance Bot II,32,193,324.642.732,L
'Hustler' Heavy Neutron Blaster I,11,24,324.503.720,L
Medium Hybrid Locus Coordinator II,65,172,324.271.478,L
Low-grade Rapture Beta,3,3,324.135.313,L
Low-grade Amulet Beta,4,5,323.970.938,L
Callie After Dark Gloss - Limited,4,24,323.818.436,L
Heavy 'Vrykolakas' Energy Nosferatu,7,8,323.480.732,L
Men's Triglavian Survival Suit (Veles),2,2,323.254.764,L
Rattlesnake Luminae Polaris SKIN,3,3,323.158.795,L
Capital Flex Shield Hardener I Blueprint,7,9,322.835.744,L
Superior Flow Cytometry Rewards Crate,222,2.377,322.536.156,L
Gravid X-Large Shield Booster Mutaplasmid,31,74,322.400.717,L
Sacred Stone Gloss - Limited,6,33,322.307.006,L
Drake Navy Issue Zydrine Burn SKIN,2,2,321.742.969,L
Defunct Territorial Claim Unit,3,4,321.650.000,L
Advanced Small Ship Assembly Array,1,1,321.450.000,L
Intact Weapon Subroutines,10,19,321.049.937,L
Coreli B-Type Small Remote Armor Repairer,8,12,321.019.454,L
Caldari Battleship,37,46,320.786.188,L
Mid-grade Halo Epsilon,4,4,320.682.992,L
Zainou 'Deadeye' Large Hybrid Turret LH-1003,10,13,320.614.732,L
Astero Deathglow Hunters SKIN,9,10,320.368.199,L
Domination 5MN Microwarpdrive,9,11,320.313.151,L
Republic Fleet 1MN Afterburner,4,5,320.209.640,L
Pure Synth Drop Booster,3,305,320.080.398,L
Core C-Type Kinetic Armor Hardener,9,11,320.053.539,L
Standup Antaeus I,2,3,319.860.000,L
Inherent Implants 'Squire' Energy Grid Upgrades EU-704,3,3,319.707.188,L
Capital Artillery Specialization,6,11,319.688.736,L
Large Thermal Armor Reinforcer I,24,38,319.572.015,L
High-grade Halo Beta,7,7,319.432.426,L
Sani Ichor Matte - Limited,17,64,319.213.458,L
Dark Blood Medium Pulse Laser Battery,2,8,319.129.984,L
Khanid Navy Stasis Webifier,4,4,319.058.611,L
Women's 'Quafe' T-shirt YC 115,1,1,319.000.000,L
Exoplanet Sunrise Gloss - Limited,6,34,318.744.404,L
Heavy Infectious Scoped Energy Neutralizer,223,1.129,318.451.436,L
Exit Marked - Limited,22,122,318.015.952,L
Minokawa Capsuleer Elite XX SKIN,1,1,317.975.000,L
Dark Blood Thermal Armor Hardener,40,74,317.907.013,L
Sani Crimson Matte - Limited,7,39,317.816.999,L
Industrial Lux Satin - Limited,9,71,317.661.158,L
Capital Emergency Hull Energizer II,3,3,317.543.824,L
Ion Thruster,57,19.281,317.503.263,L
280mm 'Jolt' Artillery I,6,20,317.414.200,L
Capital Nanobot Accelerator I Blueprint,6,10,316.995.000,L
Narrowband Emission Amplifier,455,925,316.971.507,L
Wild Warren - Limited,12,67,316.957.903,L
Guidance Disruptor II,113,371,316.837.255,L
True Sansha Heavy Pulse Laser,6,10,316.806.106,L
Prototype Precise Quad 800mm Repeating Cannon,3,5,316.720.835,L
Men's 'Curate' Coat (black/silver),1,1,316.666.667,L
Phantasm Luminae Polaris SKIN,1,1,316.633.333,L
Pith X-Type Explosive Shield Hardener,56,99,316.536.861,L
Anode Scoped Quad Mega Pulse Laser,1,2,316.488.889,L
Ahremen's Modified EM Energized Membrane,1,1,316.350.000,L
Large I-b Polarized Structural Regenerator,187,1.332,316.084.420,L
Eifyr and Co. 'Rogue' High Speed Maneuvering HS-903,19,29,315.911.322,L
Arch Angel Phased Plasma XL,17,86.682,315.826.346,L
Glorified Gravid X-Large Shield Booster Mutaplasmid,3,4,315.703.722,L
Nija's Modified Medium Remote Capacitor Transmitter,1,1,315.600.000,L
XL Torpedo Launcher I Blueprint,5,5,315.507.697,L
True Sansha Heavy Beam Laser,8,13,315.491.012,L
Insightful Azure Metallic - Limited,10,18,315.160.371,L
Panola's Modified Small Shield Booster,1,1,315.000.000,L
Vengeance Purity of the Throne SKIN,2,2,315.000.000,L
Capital Targeting System Subcontroller II,1,2,314.937.500,L
Scan Rangefinding Array I,957,1.768,314.773.600,L
Megathron Navy Issue Luminaire Rising SKIN,2,2,314.666.667,L
Mexallon Prospecting Array 2,2,2,314.600.000,L
XL Torpedoes,10,18,314.478.892,L
Tholos Empyrean Outlaws SKIN,9,10,314.299.897,L
350mm Railgun II,19,90,314.242.703,L
Calyx Repair Booster I,163,309,314.118.318,L
Standup Firbolg II,5,28,314.070.880,L
Men's 'Vermillion Dragon' Facial Augmentation,1,1,313.984.375,L
Zainou 'Deadeye' Medium Hybrid Turret MH-803,11,19,313.856.962,L
Unstable Heavy Energy Nosferatu Mutaplasmid,16,30,313.579.129,L
Sleeper Encryption Methods,17,28,313.071.781,L
Capital Kinetic Armor Reinforcer I Blueprint,3,6,313.000.000,L
Alligator Luminae Polaris SKIN,3,4,312.380.370,L
Small Cap Battery II,284,459,312.343.201,L
Liquid Groove - Limited,3,5,312.284.152,L
Thalia,12,19,312.180.846,L
Scourge Fury Light Missile,695,6.645.923,312.122.163,L
'Barrage' Torpedo Launcher,5,14,312.045.305,L
Unstable Medium Armor Plate Mutaplasmid,17,38,312.027.930,L
Panola's Modified Small Remote Shield Booster,1,1,311.900.000,L
Capital ACM Compact Armor Repairer,2,2,311.749.587,L
CONCORD Warp Disruption Field Generator,2,2,311.590.000,L
Stellar White Satin - Limited,10,60,311.585.090,L
Thermodynamics,61,89,311.577.700,L
Nocturne Anti-Drain Booster II,108,144,311.429.611,L
Compressed Celadon Cytoserocin,4,3.095,311.353.746,L
Amarr Phenomena Generator,1,1,311.280.000,L
Corpus A-Type Kinetic Armor Hardener,6,6,311.175.683,L
Brutix Navy Issue Luminaire Rising SKIN,1,1,311.100.000,L
Eifyr and Co. 'Rogue' Evasive Maneuvering EM-704,3,3,311.066.667,L
Dark Blood Standard M,8,33,310.564.015,L
Vexor Deathglow Hunters SKIN,2,2,310.553.700,L
Alliance Tournament I: Band of Brothers,2,5,310.541.468,L
Isotropic Neofullerene Beta-6 Reaction Formula,17,30,310.352.129,L
Sustained Shield Emitter Blueprint,24,76,309.956.655,L
Zainou 'Snapshot' Heavy Assault Missiles AM-704,3,3,309.909.532,L
Angel Medium Artillery Battery,3,10,309.670.000,L
Stasis Webification Probe,120,5.734,309.587.101,L
Ammatar Navy Heavy Capacitor Booster,6,8,309.506.901,L
Citric Substitute Satin - Limited,6,35,309.157.979,L
Large Plasma Smartbomb II,20,102,309.068.839,L
Glorified Gravid Gyrostabilizer Mutaplasmid,5,8,309.065.175,L
Medium Armor Maintenance Bot II,40,263,308.688.923,L
Ytirium,40,557.685,308.488.923,L
Strong Exile Booster Reaction Formula,2,2,308.348.906,L
Paladin Cold Iron SKIN,2,2,308.324.000,L
Scorch Bomb,43,201,308.323.267,L
Small Semiconductor Memory Cell II,66,104,308.281.329,L
Lattice Locked Dekaisogen,127,41.100,307.775.373,L
Sani Crimson Gloss - Limited,7,52,307.756.608,L
Dairy Products,102,1.694.994,307.754.903,L
Tetryon Exotic Plasma S,131,830.723,307.622.666,L
Corpii B-Type Small Armor Repairer,5,6,307.513.641,L
Silicon Diborite,18,252.607,306.907.376,L
Glorified Decayed Large Cap Battery Mutaplasmid,6,7,306.886.325,L
Black Market 'Valdimar' Drone Navigation DN-701,2,3,306.860.306,L
Micro Jump Field Generator,162,377,306.516.756,L
Quantum Physics,51,65,306.327.949,L
Gleam M,135,1.852,306.294.388,L
High-grade Halo Alpha,11,11,306.116.349,L
Women's Lai Dai Crew Jacket,1,1,306.000.000,L
Domination Fusion L,7,2.870,305.878.443,L
Sleeper Thermal Regulator,15,27,305.581.755,L
Capital Compact Pb-Acid Cap Battery Blueprint,4,6,305.496.667,L
Cyclone Fleet Issue Media Miasma SKIN,1,1,305.200.000,L
Small Hybrid Locus Coordinator II,47,244,305.165.768,L
Warden I,49,661,305.064.221,L
Dual 150mm Railgun II,43,179,305.015.546,L
Kronos Spirit SKIN,3,3,304.731.837,L
Vexor Valimor Legacy SKIN,3,3,304.690.000,L
Capital Projectile Metastasis Adjuster II,2,2,304.449.135,L
Datacore - Triglavian Quantum Engineering,153,50.599,304.309.131,L
Low-grade Asklepian Alpha,10,10,304.297.372,L
Avatar Purity of the Throne SKIN,3,3,304.286.250,L
100MN Y-S8 Compact Afterburner,550,3.845,304.257.012,L
Large Drone Speed Augmentor II,5,7,304.190.033,L
25000mm Steel Plates I Blueprint,12,17,304.136.176,L
Shadow Serpentis Remote Tracking Computer,31,52,304.122.929,L
High-grade Talon Omega,2,2,304.061.498,L
Zainou 'Gnome' Shield Upgrades SU-605,6,7,303.813.311,L
Sentient Remote Sensor Booster,25,40,303.805.225,L
High-grade Talisman Gamma,3,4,303.730.104,L
Zainou 'Deadeye' Rapid Launch RL-1002,19,34,303.701.458,L
Gnosis Media Miasma SKIN,1,2,303.364.328,L
Mercoxit Asteroid Mining Crystal Type B I Blueprint,13,19,303.333.216,L
Cynosural Field Generator I Blueprint,9,10,303.108.795,L
Modal Mega Neutron Particle Accelerator I,105,439,303.069.508,L
Supply Chain Management,36,48,302.860.988,L
Women's 'Rocket' Dress (copper),1,1,302.850.000,L
Pentachoron Capacitor Unit Blueprint,18,77,302.644.778,L
425mm Railgun I,29,150,302.498.196,L
Coreli A-Type Thermal Coating,91,207,301.987.699,L
Savant Carmine Satin - Unlimited,2,2,301.920.469,L
Kyber Conjunction - Limited,1,2,301.604.082,L
Low-grade Crystal Gamma,4,4,301.538.057,L
Fade In - Limited,16,82,300.969.608,L
Federation Navy Siren,2,8,300.848.333,L
Core B-Type EM Armor Hardener,5,10,300.813.231,L
Tranquil Exotic Filament,300,2.606,300.687.295,L
Ultradian-Cycling Neurolink Stabilizer,11,607,300.621.255,L
Pointalist Sunset - Limited,4,18,300.058.000,L
Standup M-Set Moon Ore Grading Processor I Blueprint,3,3,300.000.000,L
Standup Scarab I Blueprint,1,1,300.000.000,L
Focused Warp Disruption Script Blueprint,6,6,300.000.000,L
Standup Gungnir I Blueprint,1,1,300.000.000,L
Glorified Gravid Capital Energy Nosferatu Mutaplasmid,1,1,300.000.000,L
Standup M-Set Asteroid Ore Grading Processor I Blueprint,3,3,300.000.000,L
Standup Ballistic Control System I Blueprint,5,5,300.000.000,L
Standup M-Set Missile Projection I Blueprint,3,3,300.000.000,L
Supercapital Construction Facilities,1,1,300.000.000,L
Rokh Capsuleer Day XVII SKIN,1,1,300.000.000,L
Capital Warp Core Optimizer II,1,1,300.000.000,L
Orca Blood Raider Industrial Livery SKIN,1,1,300.000.000,L
Standup Mantis I Blueprint,1,1,300.000.000,L
Standup M-Set Structure Manufacturing Material Efficiency I Blueprint,3,3,300.000.000,L
Men's State Stargate Crew Shoes,1,1,300.000.000,L
Vepas' Modified Thermal Shield Hardener,1,1,300.000.000,L
Standup Malleus I Blueprint,1,1,300.000.000,L
Scout Scoped Dual 1000mm Railgun,3,3,299.910.000,L
Vizan's Modified Thermal Coating,1,1,299.900.000,L
Algos Triglavian Twilight SKIN,1,1,299.900.000,L
Cormorant Abyssal Firestorm SKIN,1,1,299.800.000,L
Ladon Forked Packet,4,7,299.700.001,L
Planetfall Green Gloss - Limited,7,65,299.682.745,L
Ship Maintenance Array Blueprint,3,3,299.666.667,L
Telemetry Processor,428,19.335,299.538.294,L
Medium Mutaplasmid Residue,55,12.148,299.143.826,L
Zainou 'Snapshot' Auto-Targeting Explosion Radius FR-1005,3,3,299.101.154,L
Prototype Precise Dual 1000mm Railgun Blueprint,2,3,299.100.000,L
Setele's Modified Explosive Armor Hardener,1,1,299.000.000,L
Cormorant Triglavian Twilight SKIN,1,1,298.900.000,L
Setele's Modified Kinetic Coating,1,1,298.900.000,L
Capital I-ax Enduring Remote Armor Repairer Blueprint,2,5,298.733.333,L
Pithi B-Type Small Remote Shield Booster,8,13,298.721.311,L
Capital Emergency Hull Energizer I Blueprint,9,9,297.937.500,L
Imperial Navy Small Capacitor Booster,17,20,297.790.848,L
Large Core Defense Operational Solidifier I,22,36,297.546.254,L
Maelstrom Capsuleer Elite XIX SKIN,1,1,297.500.000,L
Capital Projectile Burst Aerator II,1,1,297.400.000,L
Rifter Republic Police SKIN,1,1,297.200.003,L
Capital Nanobot Accelerator I,4,5,296.871.823,L
Clear Icicle,43,1.980,296.509.516,L
Nanoelectrical Microprocessor Blueprint,12,60,295.868.008,L
'Beatnik' Small Remote Armor Repairer,4,4,295.350.234,L
Martial Camo - Unlimited,4,4,295.325.048,L
Capital ACM Compact Armor Repairer Blueprint,2,2,295.244.444,L
Sense-Heuristic Neurolink Enhancer Reaction Formula,16,31,294.847.640,L
Scarlet Embrace Firework,36,16.391,294.682.523,L
Tempest Fleet Issue Dawn of Liberation SKIN,1,1,294.600.000,L
Gallente Drone Specialization,64,174,294.580.486,L
Rapid Deployment Charge,219,344.526,294.456.969,L
Ubiquitous Moon Ore Processing,26,34,294.381.681,L
Prospect Guristas Industrial Livery SKIN,3,3,294.272.801,L
Radio XL Blueprint,5,8,294.252.000,L
Capital Inductive Compact Remote Capacitor Transmitter Blueprint,4,5,293.975.000,L
Structure Acceleration Coils,3,5,293.911.837,L
Serpentis Bronze Tag,53,160,293.847.282,L
Medium Energy Collision Accelerator II,16,69,293.665.475,L
Large Inefficient Hull Repair Unit,181,1.202,293.492.006,L
Axosomatic Neurolink Enhancer Reaction Formula,14,26,293.208.170,L
Batch Compressed Iridescent Gneiss,2,2.827,292.959.360,L
Imperial Navy Small Focused Beam Laser,6,7,292.617.049,L
Corpus A-Type EM Armor Hardener,5,5,292.383.548,L
Omnidirectional Tracking Enhancer II,137,289,292.306.681,L
Rupture Dawn of Liberation SKIN,3,3,292.306.000,L
Worm Luminae Polaris SKIN,5,5,291.815.227,L
Thon's Modified Shield Boost Amplifier,2,2,291.700.000,L
Winter’s Pale Matte - Limited,21,114,291.519.754,L
Gallente Starship Engineering,53,73,291.436.613,L
Large 'Hope' Hull Reconstructor I,184,1.287,291.351.819,L
Capital Salvage Tackle I,2,2,291.300.000,L
Reinforced Metal Scraps,517,133.112,291.286.061,L
Republic Fleet Small Shield Booster,10,11,291.257.177,L
Orca Capsuleer Elite XIX SKIN,14,18,291.160.506,L
Hive Collapse - Unlimited,3,4,291.104.718,L
Armor Mutaplasmid Residue,29,4.442,290.816.741,L
Drug Lab,2,2,290.546.656,L
Thermal Shield Amplifier II,205,314,290.362.713,L
Seafoam Biome Satin - Unlimited,2,2,290.318.755,L
Polarized Rocket Launcher,43,137,290.279.745,L
Inherent Implants 'Squire' Capacitor Emission Systems ES-703,9,13,290.215.320,L
Medium Drone Durability Enhancer II,15,17,290.110.441,L
Superconductor Rails Blueprint,21,62,290.069.044,L
Mid-grade Halo Delta,5,5,290.062.552,L
Minor Threat Detection Array 1 Blueprint,1,1,290.000.000,L
Major Threat Detection Array 1 Blueprint,1,1,290.000.000,L
Nova XL Torpedo Blueprint,4,4,290.000.000,L
Nereus,141,192,289.764.627,L
Nocturne Anti-Drain Booster I,173,315,289.627.426,L
Mega Pulse Laser I,16,116,289.520.290,L
Nocxium Prospecting Array 2,1,3,289.400.000,L
Frigoris Restrained Ice Harvester Upgrade,13,18,289.308.501,L
Vizan's Modified Kinetic Energized Membrane,1,1,289.233.333,L
Verdant Atmos Gloss - Unlimited,4,7,289.214.000,L
Rokh Permaband - Wrecking Machine SKIN,8,9,289.113.662,L
Cap Booster 800,166,28.010,288.679.839,L
Avatar Capsuleer Elite XX SKIN,1,1,288.462.500,L
Javelin L,150,1.782.531,288.025.579,L
Capital F-RX Compact Capacitor Booster Blueprint,3,17,288.000.000,L
Capital Nanomechanical Microprocessor,4,757,287.975.700,L
Gravid 50000MN Microwarpdrive Mutaplasmid,2,2,287.737.500,L
Augoror Navy Issue Sanguinary Savant SKIN,2,3,287.615.000,L
Amarr Starship Engineering,38,59,287.598.193,L
Shattered Conceptions - Unlimited,4,5,287.329.528,L
Zainou 'Gypsy' CPU Management EE-601,121,404,287.164.965,L
Hex Foam - Limited,5,19,286.874.997,L
Scourge Javelin Heavy Assault Missile,227,2.665.197,286.812.221,L
Large Powergrid Subroutine Maximizer II,6,6,286.740.168,L
Sapphire Moonrise Satin - Unlimited,2,2,286.365.625,L
Dread Guristas Inferno Light Missile,6,3.239,286.341.561,L
Tengu Exoplanets Hunter SKIN,1,1,286.332.499,L
Scalar Capacitor Unit Blueprint,20,73,286.254.112,L
Focused Modulated Medium Energy Beam I,75,206,286.107.703,L
Magpulse Thruster,35,12.859,286.092.506,L
Gravid 500MN Microwarpdrive Mutaplasmid,22,60,286.087.517,L
True Sansha Large Beam Laser Battery,1,1,285.738.760,L
Combat Scanner Probe I,249,13.838,285.678.923,L
Augoror Navy Issue Arkombine Arisen SKIN,2,2,285.580.000,L
Orca Equinox Era SKIN,5,5,285.566.541,L
Providence Cold Iron SKIN,4,4,285.256.433,L
Satyr II,4,39,285.181.442,L
Hyperconductive Gravimetric Sensor Cluster Blueprint,18,76,285.113.503,L
Unrefined Hyperflurite Reaction Formula,11,45,284.505.866,L
Medium Ice Harvester Accelerator I,116,302,284.505.099,L
Medium Cargohold Optimization I,422,1.081,284.384.512,L
Guristas Production Strong Box,2,4,284.213.501,L
Stratios SOE Fire Cell,1,1,283.950.000,L
Gravimetric Sensor Cluster Blueprint,22,54,283.886.234,L
Eifyr and Co. 'Alchemist' Biology BY-805,13,21,283.828.138,L
Unstable 1MN Afterburner Mutaplasmid,16,34,283.746.596,L
Dark Blood Small Energy Neutralizer,7,7,283.723.614,L
Vibrant Truth Satin - Limited,17,124,283.692.716,L
Imperial Navy Medium Capacitor Booster,6,7,283.225.812,L
Setele's Modified Explosive Coating,3,3,282.966.672,L
Caldari Navy Thermal Shield Hardener,12,12,282.960.801,L
Capital Core Defense Operational Solidifier I Blueprint,5,6,282.496.250,L
Emergent Neurovisual Interface,5,17,282.473.895,L
Griffin Navy Issue,16,31,282.383.249,L
Inherent Implants 'Lancer' Gunnery RF-902,13,20,282.364.227,L
Fission Reactor Unit Blueprint,18,69,282.361.734,L
Flaylock Steel Metallic - Unlimited,11,28,282.265.475,L
Brutix Dragon Phoenix SKIN,1,1,282.066.667,L
Zakura Cherry Pink Satin - Limited,6,37,281.705.629,L
Glorified Gravid Magnetic Field Stabilizer Mutaplasmid,4,6,281.558.588,L
Azure Skies Matte - Limited,7,39,281.370.371,L
Stratios Spectral Shift SKIN,4,4,281.146.120,L
Capital Energy Turret,12,21,280.761.760,L
Scimitar Media Miasma SKIN,2,2,280.609.375,L
Wasp I,220,2.452,279.948.841,L
Dual 425mm AutoCannon II,20,75,279.935.366,L
Skiff Caldari Industrial Livery SKIN,2,2,279.900.000,L
Men's 'Lockstep' Boots,1,1,279.850.000,L
Caldari Navy EM Shield Amplifier,16,20,279.729.902,L
True Sansha Thermal Armor Hardener,53,104,279.617.373,L
Jackdaw GalNet StreamCast Unit SKIN,2,2,279.576.000,L
Catalyst Blueprint,19,27,279.557.207,L
Compressed Malachite Cytoserocin,5,11.439,279.394.800,L
'Basic' Thermal Shield Amplifier,4,4,279.255.546,L
'Basic' EM Shield Amplifier,5,6,278.998.020,L
Fernite Carbide Composite Armor Plate Blueprint,18,61,278.935.861,L
Dread Guristas Spatial Destabilization Battery,3,6,278.890.222,L
Scourge Javelin XL Torpedo,6,17.310,278.866.462,L
Compressed Hadal Bezdnacine,5,8.302,278.818.434,L
Sentinel Grim Satin - Unlimited,4,4,277.777.458,L
Warp Disruption Field Generator I,14,33,277.773.941,L
Low-grade Snake Alpha,7,8,277.768.868,L
Viridescent Magnate Metallic - Limited,4,12,277.667.898,L
Women's 'Kybernaut Clade' Beret,1,1,277.600.000,L
Women's 'Hover' Tights (light),1,1,277.450.000,L
Jaguar In Rust We Trust SKIN,2,2,277.311.111,L
Focused Warp Scrambling Script Blueprint,5,6,276.923.077,L
Coherent Asteroid Mining Crystal Type B II,43,672,276.850.341,L
Moon Harvesting Array,9,13,276.835.886,L
Hulk Glacial Drift SKIN,5,5,276.820.004,L
True Sansha Small Energy Neutralizer,6,7,276.693.546,L
Dual Heavy Beam Laser II,10,53,276.183.788,L
Magnetometric Sensor Cluster,41,21.007,275.981.287,L
Hulk Radioactives Reclamation SKIN,8,9,275.766.584,L
Suppressed Lavender Matte - Limited,6,33,275.762.228,L
Mobile Medium Warp Disruptor I Blueprint,4,7,275.545.774,L
Algos Arkombine Arisen SKIN,1,1,275.350.000,L
1400mm Howitzer Artillery I,19,124,275.191.288,L
Low-grade Centurion Epsilon,4,4,275.065.197,L
Serpentis Gold Tag,33,192,275.027.187,L
Women's State Stargate Crew Shoes,1,1,275.000.000,L
Standup Warp Disruption Burst Projector,1,1,275.000.000,L
Revelation Sanguinary Savant SKIN,1,1,274.950.000,L
Men's 'Sterling' Dress Shirt (navy),3,3,274.844.400,L
Large F-S9 Regolith Compact Shield Extender,938,4.402,274.646.551,L
Midband Emission Limiter,509,1.006,274.579.374,L
Abyssal Corruption - Unlimited,6,8,274.565.649,L
Apocalypse Navy Issue Capsuleer Elite XX SKIN,2,3,274.421.667,L
Corpus B-Type Explosive Armor Hardener,2,2,274.412.000,L
Medium Projectile Ambit Extension II,19,32,274.255.429,L
Strong Veilguard Booster,3,6,274.096.253,L
Federation Navy 5MN Microwarpdrive,4,5,273.981.585,L
Purifier Khanid Cyber Knight SKIN,4,4,273.616.227,L
Amarr Drone Specialization,57,91,273.375.389,L
Mammoth Mabebu Exchange SKIN,2,2,273.266.667,L
Capital Low Friction Nozzle Joints I Blueprint,2,5,272.589.629,L
Shadow Serpentis Small Plasma Smartbomb,24,28,272.578.080,L
Gravastar Black Metallic - Limited,8,29,272.187.617,L
Glorified Unstable Small Shield Booster Mutaplasmid,3,5,272.141.003,L
Imperial Navy Gamma L,31,324,271.916.588,L
Compressed Prime Arkonor,12,74.449,271.733.278,L
Capital Warhead Calefaction Catalyst I,4,6,271.630.088,L
Plasma Physics,49,63,271.361.749,L
Steel Violet - Limited,3,4,271.270.034,L
ECM Jammer Burst Projector,2,2,271.150.000,L
Dominance Command Unit,4,9,271.009.992,L
Capital Coaxial Compact Remote Armor Repairer,2,4,270.914.011,L
Tuvan's Modified Large Armor Repairer,1,1,270.900.000,L
Small Projectile Burst Aerator II,62,124,270.667.530,L
Imperial Navy Small EMP Smartbomb,9,14,270.541.103,L
Mid-grade Halo Gamma,6,6,270.047.647,L
Polarized Small Focused Pulse Laser,24,116,270.019.104,L
Networked Sensor Array Blueprint,5,5,270.000.000,L
Mackinaw Sansha Industrial Livery SKIN,4,4,269.980.595,L
Drone Tactical Limb,171,49.748,269.856.884,L
Core B-Type Kinetic Armor Hardener,8,9,269.563.134,L
Scorched Telemetry Processor,1.280,146.710,269.147.142,L
Illusionary Tiger - Unlimited,5,8,268.921.349,L
Large Beam Laser Battery,5,11,268.865.144,L
Ducia Foundry Strong Box,5,9,268.753.364,L
Small Hybrid Collision Accelerator I,94,270,268.612.237,L
Scrutinized Cyan Satin - Limited,157,665,268.498.658,L
Corpus C-Type EM Armor Hardener,10,11,268.181.604,L
Heavy Mutadaptive Remote Armor Repairer I,8,20,268.107.981,L
Triple Neutron Blaster Cannon I,1,3,267.922.962,L
Scorch XL,31,250,267.749.383,L
Ashen Ion Satin - Unlimited,2,2,267.723.393,L
Bomb Launcher II,48,142,267.550.307,L
Dual Light Pulse Laser II,68,403,267.125.876,L
Salvager I,1.322,3.438,267.086.948,L
425mm 'Scout' Accelerator Cannon,102,813,267.028.178,L
Small Targeting System Subcontroller II,39,100,267.020.991,L
Abaddon Purity of the Throne SKIN,1,1,266.832.000,L
Women's Ace of Podhunters Boots,1,1,266.686.667,L
Megacity Skyline - Unlimited,4,4,266.682.457,L
Prototype 'Poncho' Cloaking Device I,2,2,266.625.000,L
Astral Mining Inc. Strong Box,5,9,266.584.350,L
Republic Fleet EM Shield Amplifier,5,6,266.566.442,L
Caldari Navy Small Shield Booster,12,14,266.412.835,L
Republic Fleet Proton M,220,364.072,266.390.615,L
Astarte Inner Zone Vanguard SKIN,1,1,266.347.000,L
Glorified Gravid Entropic Radiation Sink Mutaplasmid,6,9,266.252.290,L
Scan Rangefinding Array II,160,299,266.221.912,L
Capital Processor Overclocking Unit II,1,1,265.978.611,L
Mjolnir Cruise Missile,194,1.618.005,265.853.542,L
Large Proton Smartbomb II,21,69,265.780.221,L
Void XL,18,167.294,265.602.923,L
Spike L,151,1.583.128,265.597.700,L
Cynabal Angel's Hex SKIN,1,1,265.487.500,L
Afocal Precise Dual Giga Beam Laser Blueprint,2,3,265.200.000,L
Energy Neutralization Burst Projector Blueprint,5,5,265.200.000,L
'Integrated' Vespa,46,216,265.082.849,L
Khanid Navy Ballistic Control System,1,2,265.000.000,L
Imperial Navy Gamma S,79,940,264.926.102,L
Strawberry Fedo Satin - Limited,8,71,264.805.588,L
Men's Ace of Podhunters Jacket,1,1,264.712.778,L
100MN Monopropellant Enduring Afterburner,407,3.342,264.708.198,L
Jagged Static - Limited,4,17,264.494.702,L
Domination Medium AutoCannon Battery,3,4,264.475.000,L
Kestrel,164,376,264.101.389,L
Bestower,67,75,264.030.955,L
Sefrim Gold Metallic - Unlimited,12,18,263.866.622,L
Quake L,65,683.805,263.848.274,L
Intact Thruster Sections,8,17,263.570.231,L
Cynabal Copper Lightning SKIN,1,1,263.450.000,L
Capital EM Shield Reinforcer I Blueprint,5,5,263.198.400,L
Karura Union Day Executive SKIN,1,1,263.000.000,L
Probe Tyrantbreaker SKIN,51,70,262.906.970,L
Tairei's Modified Explosive Armor Hardener,2,2,262.900.000,L
Exequror Navy Issue Spirit SKIN,1,1,262.885.000,L
Caldari Navy Iridium Charge M,192,1.742.674,262.792.919,L
Atomic Sheen Gloss - Unlimited,2,2,262.728.125,L
Vidette Turquoise Satin - Limited,221,848,262.709.434,L
400mm Rolled Tungsten Compact Plates,528,2.052,262.664.070,L
Unstable Small Energy Neutralizer Mutaplasmid,18,32,262.455.792,L
Upwell Encryption Methods,2,2,262.412.245,L
Men's 'Lockstep' Boots (true black),2,2,262.373.469,L
Radar Sensor Cluster,61,61.284,262.305.768,L
Glorified Exigent Sentry Drone Precision Mutaplasmid,3,6,262.257.000,L
Glorified Exigent Sentry Drone Firepower Mutaplasmid,1,2,262.037.040,L
Antimatter Charge M,508,7.085.383,261.886.813,L
Blood of Pator Satin - Limited,5,33,261.855.244,L
Hexa 2500mm Repeating Cannon I Blueprint,4,8,261.746.026,L
Tungsten Carbide Armor Plate Blueprint,13,59,261.300.581,L
Small EM Armor Reinforcer II,24,36,261.236.024,L
